name	source	layer	lat	lon	country	postalcode
PT86	geonamesandpostcodeinfo	address	37.1354	-8.7358	PT	86
PT80	geonamesandpostcodeinfo	address	37.0562	-7.942	PT	80
PT84	geonamesandpostcodeinfo	address	37.1231	-8.4427	PT	84
PT81	geonamesandpostcodeinfo	address	37.1519	-8.0597	PT	81
PT85	geonamesandpostcodeinfo	address	37.2072	-8.5154	PT	85
PT87	geonamesandpostcodeinfo	address	37.0581	-7.8543	PT	87
PT83	geonamesandpostcodeinfo	address	37.2043	-8.3429	PT	83
PT88	geonamesandpostcodeinfo	address	37.1716	-7.7366	PT	88
PT93	geonamesandpostcodeinfo	address	32.7087	-17.0903	PT	93
PT90	geonamesandpostcodeinfo	address	32.6349	-16.9013	PT	90
PT92	geonamesandpostcodeinfo	address	32.7526	-16.9031	PT	92
PT91	geonamesandpostcodeinfo	address	32.6764	-16.8194	PT	91
PT94	geonamesandpostcodeinfo	address	33.0602	-16.3341	PT	94
PT35	geonamesandpostcodeinfo	address	40.717	-7.8605	PT	35
PT64	geonamesandpostcodeinfo	address	40.8083	-7.2384	PT	64
PT36	geonamesandpostcodeinfo	address	40.8857	-7.8609	PT	36
PT24	geonamesandpostcodeinfo	address	39.7251	-8.7644	PT	24
PT25	geonamesandpostcodeinfo	address	39.2394	-9.1878	PT	25
PT26	geonamesandpostcodeinfo	address	38.8557	-9.1959	PT	26
PT20	geonamesandpostcodeinfo	address	39.2589	-8.7342	PT	20
PT27	geonamesandpostcodeinfo	address	38.7634	-9.3274	PT	27
PT10	geonamesandpostcodeinfo	address	38.7167	-9.1333	PT	10
PT11	geonamesandpostcodeinfo	address	38.7167	-9.1333	PT	11
PT12	geonamesandpostcodeinfo	address	38.7167	-9.1333	PT	12
PT13	geonamesandpostcodeinfo	address	38.7167	-9.1333	PT	13
PT14	geonamesandpostcodeinfo	address	38.7103	-9.1762	PT	14
PT15	geonamesandpostcodeinfo	address	38.7167	-9.1333	PT	15
PT16	geonamesandpostcodeinfo	address	38.7629	-9.1862	PT	16
PT17	geonamesandpostcodeinfo	address	38.7167	-9.1333	PT	17
PT18	geonamesandpostcodeinfo	address	38.7243	-9.1295	PT	18
PT19	geonamesandpostcodeinfo	address	38.718	-9.1333	PT	19
PT73	geonamesandpostcodeinfo	address	39.1785	-7.3438	PT	73
PT50	geonamesandpostcodeinfo	address	41.3255	-7.6768	PT	50
PT44	geonamesandpostcodeinfo	address	41.2158	-8.5813	PT	44
PT40	geonamesandpostcodeinfo	address	41.1498	-8.6138	PT	40
PT41	geonamesandpostcodeinfo	address	41.1498	-8.6138	PT	41
PT42	geonamesandpostcodeinfo	address	41.1498	-8.6138	PT	42
PT43	geonamesandpostcodeinfo	address	41.1498	-8.6138	PT	43
PT22	geonamesandpostcodeinfo	address	39.5244	-8.269	PT	22
PT23	geonamesandpostcodeinfo	address	39.5278	-8.4957	PT	23
PT21	geonamesandpostcodeinfo	address	39.1267	-8.6242	PT	21
PT28	geonamesandpostcodeinfo	address	38.6458	-9.0801	PT	28
PT75	geonamesandpostcodeinfo	address	38.1009	-8.6296	PT	75
PT54	geonamesandpostcodeinfo	address	41.686	-7.5212	PT	54
PT95	geonamesandpostcodeinfo	address	37.6574	-25.5832	PT	95
PT96	geonamesandpostcodeinfo	address	37.7859	-25.3816	PT	96
PT97	geonamesandpostcodeinfo	address	38.7017	-27.175	PT	97
PT98	geonamesandpostcodeinfo	address	38.651	-28.0842	PT	98
PT99	geonamesandpostcodeinfo	address	38.7201	-29.053	PT	99
PW96	geonamesandpostcodeinfo	address	7.2257	134.3622	PW	96
RE97	geonamesandpostcodeinfo	address	-21.0337	55.4424	RE	97
RO51	geonamesandpostcodeinfo	address	46.2271	23.3579	RO	51
RO31	geonamesandpostcodeinfo	address	46.2391	21.6592	RO	31
RO11	geonamesandpostcodeinfo	address	44.9257	24.8498	RO	11
RO60	geonamesandpostcodeinfo	address	46.4609	26.9136	RO	60
RO41	geonamesandpostcodeinfo	address	46.9677	22.1386	RO	41
RO42	geonamesandpostcodeinfo	address	47.14	24.4139	RO	42
RO71	geonamesandpostcodeinfo	address	47.8238	26.745	RO	71
RO81	geonamesandpostcodeinfo	address	45.1993	27.819	RO	81
RO50	geonamesandpostcodeinfo	address	45.7345	25.3755	RO	50
RO01	geonamesandpostcodeinfo	address	44.4914	26.0602	RO	01
RO02	geonamesandpostcodeinfo	address	44.418	26.1691	RO	02
RO03	geonamesandpostcodeinfo	address	44.418	26.1691	RO	03
RO04	geonamesandpostcodeinfo	address	44.3819	26.1227	RO	04
RO05	geonamesandpostcodeinfo	address	44.4022	26.0624	RO	05
RO06	geonamesandpostcodeinfo	address	44.4378	26.0174	RO	06
RO12	geonamesandpostcodeinfo	address	45.251	26.7146	RO	12
RO32	geonamesandpostcodeinfo	address	45.1559	21.9956	RO	32
RO40	geonamesandpostcodeinfo	address	46.7907	23.6351	RO	40
RO90	geonamesandpostcodeinfo	address	44.184	28.422	RO	90
RO52	geonamesandpostcodeinfo	address	45.8986	25.9034	RO	52
RO13	geonamesandpostcodeinfo	address	44.8613	25.4844	RO	13
RO20	geonamesandpostcodeinfo	address	44.2932	23.7187	RO	20
RO80	geonamesandpostcodeinfo	address	45.6133	27.9023	RO	80
RO21	geonamesandpostcodeinfo	address	44.938	23.3494	RO	21
RO53	geonamesandpostcodeinfo	address	46.4524	25.5134	RO	53
RO33	geonamesandpostcodeinfo	address	45.8016	22.9214	RO	33
RO92	geonamesandpostcodeinfo	address	44.6254	27.0979	RO	92
RO70	geonamesandpostcodeinfo	address	47.1713	27.4097	RO	70
RO43	geonamesandpostcodeinfo	address	47.6193	23.6499	RO	43
RO22	geonamesandpostcodeinfo	address	44.6371	22.8177	RO	22
RO54	geonamesandpostcodeinfo	address	46.5621	24.5522	RO	54
RO61	geonamesandpostcodeinfo	address	46.9588	26.5529	RO	61
RO23	geonamesandpostcodeinfo	address	44.3956	24.3974	RO	23
RO10	geonamesandpostcodeinfo	address	45.0216	26.039	RO	10
RO45	geonamesandpostcodeinfo	address	47.2042	23.1284	RO	45
RO44	geonamesandpostcodeinfo	address	47.733	22.882	RO	44
RO55	geonamesandpostcodeinfo	address	45.9212	24.2567	RO	55
RO72	geonamesandpostcodeinfo	address	47.5897	26.0282	RO	72
RO14	geonamesandpostcodeinfo	address	44.0754	25.2057	RO	14
RO30	geonamesandpostcodeinfo	address	45.7459	21.3878	RO	30
RO82	geonamesandpostcodeinfo	address	45.0884	28.7242	RO	82
RO73	geonamesandpostcodeinfo	address	46.5157	27.7008	RO	73
RO24	geonamesandpostcodeinfo	address	45.0054	24.2156	RO	24
RO62	geonamesandpostcodeinfo	address	45.7713	27.0606	RO	62
RO91	geonamesandpostcodeinfo	address	44.3034	26.9638	RO	91
RO08	geonamesandpostcodeinfo	address	43.9711	25.9374	RO	08
RO07	geonamesandpostcodeinfo	address	44.5166	26.1393	RO	07
RU38	geonamesandpostcodeinfo	address	44.4325	41.5592	RU	38
RU64	geonamesandpostcodeinfo	address	55.4679	72.1276	RU	64
RU65	geonamesandpostcodeinfo	address	53.6326	84.3034	RU	65
RU67	geonamesandpostcodeinfo	address	54.9554	121.0574	RU	67
RU16	geonamesandpostcodeinfo	address	61.2369	44.7608	RU	16
RU41	geonamesandpostcodeinfo	address	50.6982	46.7481	RU	41
RU45	geonamesandpostcodeinfo	address	54.5492	58.2949	RU	45
RU46	geonamesandpostcodeinfo	address	52.3409	55.0595	RU	46
RU30	geonamesandpostcodeinfo	address	52.4709	37.7461	RU	30
RU24	geonamesandpostcodeinfo	address	53.5219	35.8158	RU	24
RU90	geonamesandpostcodeinfo	address	55.7858	37.6256	RU	90
RU36	geonamesandpostcodeinfo	address	43.2731	45.3613	RU	36
RU42	geonamesandpostcodeinfo	address	55.9591	50.2674	RU	42
RU66	geonamesandpostcodeinfo	address	55.3336	97.8001	RU	66
RU15	geonamesandpostcodeinfo	address	57.6189	41.8149	RU	15
RU23	geonamesandpostcodeinfo	address	54.8768	25.8637	RU	23
RU35	geonamesandpostcodeinfo	address	45.6085	41.2954	RU	35
RU18	geonamesandpostcodeinfo	address	60.294	31.8267	RU	18
RU68	geonamesandpostcodeinfo	address	53.4773	135.0325	RU	68
RU61	geonamesandpostcodeinfo	address	58.0762	52.6641	RU	61
RU39	geonamesandpostcodeinfo	address	52.5494	40.6335	RU	39
RU43	geonamesandpostcodeinfo	address	54.0622	46.2939	RU	43
RU14	geonamesandpostcodeinfo	address	55.5975	37.7523	RU	14
RU10	geonamesandpostcodeinfo	address	55.594	44.358	RU	10
RU11	geonamesandpostcodeinfo	address	54.851	38.8207	RU	11
RU12	geonamesandpostcodeinfo	address	56.4623	38.9763	RU	12
RU13	geonamesandpostcodeinfo	address	55.7858	37.6256	RU	13
RU60	geonamesandpostcodeinfo	address	55.8274	44.2943	RU	60
RU17	geonamesandpostcodeinfo	address	57.3782	34.7343	RU	17
RU63	geonamesandpostcodeinfo	address	55.611	81.46	RU	63
RU44	geonamesandpostcodeinfo	address	53.2649	47.4169	RU	44
RU69	geonamesandpostcodeinfo	address	45.1725	134.0654	RU	69
RU34	geonamesandpostcodeinfo	address	48.0221	40.9404	RU	34
RU19	geonamesandpostcodeinfo	address	59.923	30.1584	RU	19
RU21	geonamesandpostcodeinfo	address	54.9479	33.6169	RU	21
RU62	geonamesandpostcodeinfo	address	58.2742	64.6863	RU	62
RU40	geonamesandpostcodeinfo	address	49.8079	43.8079	RU	40
SE18	geonamesandpostcodeinfo	address	59.4368	18.1281	SE	18
SE13	geonamesandpostcodeinfo	address	59.2645	18.2622	SE	13
SE17	geonamesandpostcodeinfo	address	59.3487	17.9708	SE	17
SE12	geonamesandpostcodeinfo	address	59.2972	18.0341	SE	12
SE14	geonamesandpostcodeinfo	address	59.1781	17.9192	SE	14
SE15	geonamesandpostcodeinfo	address	59.1726	17.586	SE	15
SE10	geonamesandpostcodeinfo	address	59.3327	18.0647	SE	10
SE11	geonamesandpostcodeinfo	address	59.3326	18.0649	SE	11
SE16	geonamesandpostcodeinfo	address	59.3446	17.8301	SE	16
SE76	geonamesandpostcodeinfo	address	59.8264	18.6429	SE	76
SE19	geonamesandpostcodeinfo	address	59.5153	17.8669	SE	19
SE89	geonamesandpostcodeinfo	address	63.3067	18.5961	SE	89
SE91	geonamesandpostcodeinfo	address	64.0789	18.8808	SE	91
SE92	geonamesandpostcodeinfo	address	64.694	18.5379	SE	92
SE93	geonamesandpostcodeinfo	address	64.9326	20.3681	SE	93
SE83	geonamesandpostcodeinfo	address	63.3068	14.6821	SE	83
SE90	geonamesandpostcodeinfo	address	63.8282	20.2601	SE	90
SE96	geonamesandpostcodeinfo	address	66.0482	21.1538	SE	96
SE98	geonamesandpostcodeinfo	address	67.4809	20.9875	SE	98
SE95	geonamesandpostcodeinfo	address	65.9682	23.1385	SE	95
SE94	geonamesandpostcodeinfo	address	65.4034	21.3209	SE	94
SE97	geonamesandpostcodeinfo	address	65.5842	22.1546	SE	97
SE74	geonamesandpostcodeinfo	address	59.841	17.5383	SE	74
SE81	geonamesandpostcodeinfo	address	60.5981	16.9372	SE	81
SE75	geonamesandpostcodeinfo	address	59.8585	17.6454	SE	75
SE64	geonamesandpostcodeinfo	address	59.1562	16.6398	SE	64
SE61	geonamesandpostcodeinfo	address	58.65	16.5699	SE	61
SE63	geonamesandpostcodeinfo	address	59.3639	16.5046	SE	63
SE59	geonamesandpostcodeinfo	address	58.169	15.5892	SE	59
SE57	geonamesandpostcodeinfo	address	57.5624	15.2832	SE	57
SE58	geonamesandpostcodeinfo	address	58.4167	15.6167	SE	58
SE60	geonamesandpostcodeinfo	address	58.5942	16.1826	SE	60
SE33	geonamesandpostcodeinfo	address	57.2385	13.7561	SE	33
SE56	geonamesandpostcodeinfo	address	57.7778	14.1434	SE	56
SE55	geonamesandpostcodeinfo	address	57.7815	14.1562	SE	55
SE36	geonamesandpostcodeinfo	address	56.7146	15.2194	SE	36
SE34	geonamesandpostcodeinfo	address	56.7785	14.1981	SE	34
SE28	geonamesandpostcodeinfo	address	56.2641	13.704	SE	28
SE35	geonamesandpostcodeinfo	address	56.8729	14.8068	SE	35
SE38	geonamesandpostcodeinfo	address	56.746	16.2433	SE	38
SE39	geonamesandpostcodeinfo	address	56.6616	16.3616	SE	39
SE62	geonamesandpostcodeinfo	address	57.5307	18.4426	SE	62
SE29	geonamesandpostcodeinfo	address	56.0476	14.3185	SE	29
SE37	geonamesandpostcodeinfo	address	56.1917	15.2733	SE	37
SE26	geonamesandpostcodeinfo	address	56.138	12.8703	SE	26
SE24	geonamesandpostcodeinfo	address	55.7856	13.2961	SE	24
SE23	geonamesandpostcodeinfo	address	55.5056	13.094	SE	23
SE27	geonamesandpostcodeinfo	address	55.5197	13.9026	SE	27
SE25	geonamesandpostcodeinfo	address	56.0431	12.6975	SE	25
SE20	geonamesandpostcodeinfo	address	55.6057	13.0002	SE	20
SE21	geonamesandpostcodeinfo	address	55.5974	12.9936	SE	21
SE22	geonamesandpostcodeinfo	address	55.7028	13.1927	SE	22
SE31	geonamesandpostcodeinfo	address	56.7997	12.864	SE	31
SE30	geonamesandpostcodeinfo	address	56.676	12.8566	SE	30
SE43	geonamesandpostcodeinfo	address	57.5393	12.0868	SE	43
SE51	geonamesandpostcodeinfo	address	57.5808	12.9346	SE	51
SE42	geonamesandpostcodeinfo	address	57.6766	11.9582	SE	42
SE44	geonamesandpostcodeinfo	address	57.9158	12.2109	SE	44
SE47	geonamesandpostcodeinfo	address	58.0914	11.6133	SE	47
SE45	geonamesandpostcodeinfo	address	58.4909	11.5874	SE	45
SE66	geonamesandpostcodeinfo	address	59.2353	12.9225	SE	66
SE46	geonamesandpostcodeinfo	address	58.3201	12.3819	SE	46
SE54	geonamesandpostcodeinfo	address	58.5503	14.0422	SE	54
SE52	geonamesandpostcodeinfo	address	58.0355	13.5054	SE	52
SE53	geonamesandpostcodeinfo	address	58.4311	13.2378	SE	53
SE40	geonamesandpostcodeinfo	address	57.7072	11.9668	SE	40
SE41	geonamesandpostcodeinfo	address	57.7072	11.9668	SE	41
SE50	geonamesandpostcodeinfo	address	57.7227	12.941	SE	50
SE67	geonamesandpostcodeinfo	address	59.6295	12.4045	SE	67
SE68	geonamesandpostcodeinfo	address	59.7528	13.6809	SE	68
SE65	geonamesandpostcodeinfo	address	59.38	13.5059	SE	65
SE71	geonamesandpostcodeinfo	address	59.5386	15.056	SE	71
SE69	geonamesandpostcodeinfo	address	59.1275	14.8048	SE	69
SE77	geonamesandpostcodeinfo	address	60.1719	15.6483	SE	77
SE70	geonamesandpostcodeinfo	address	59.27	15.2147	SE	70
SE73	geonamesandpostcodeinfo	address	59.6992	16.0692	SE	73
SE72	geonamesandpostcodeinfo	address	59.6162	16.5528	SE	72
SE78	geonamesandpostcodeinfo	address	60.5231	15.08	SE	78
SE79	geonamesandpostcodeinfo	address	60.8086	15.0981	SE	79
SE82	geonamesandpostcodeinfo	address	61.5147	16.5987	SE	82
SE80	geonamesandpostcodeinfo	address	60.6745	17.1417	SE	80
SE84	geonamesandpostcodeinfo	address	62.4378	14.8627	SE	84
SE86	geonamesandpostcodeinfo	address	62.4132	17.2954	SE	86
SE87	geonamesandpostcodeinfo	address	62.7933	17.88	SE	87
SE85	geonamesandpostcodeinfo	address	62.3913	17.3063	SE	85
SE88	geonamesandpostcodeinfo	address	63.2233	17.1427	SE	88
SI10	geonamesandpostcodeinfo	address	46.0511	14.5051	SI	10
SI12	geonamesandpostcodeinfo	address	46.1019	14.6951	SI	12
SI13	geonamesandpostcodeinfo	address	45.8289	14.5315	SI	13
SI14	geonamesandpostcodeinfo	address	46.1198	15.0638	SI	14
SI15	geonamesandpostcodeinfo	address	46.0532	14.5098	SI	15
SI16	geonamesandpostcodeinfo	address	46.0532	14.5098	SI	16
SI20	geonamesandpostcodeinfo	address	46.5547	15.6467	SI	20
SI22	geonamesandpostcodeinfo	address	46.4951	15.8822	SI	22
SI23	geonamesandpostcodeinfo	address	46.4851	15.3912	SI	23
SI25	geonamesandpostcodeinfo	address	46.5547	15.6467	SI	25
SI26	geonamesandpostcodeinfo	address	46.5547	15.6467	SI	26
SI30	geonamesandpostcodeinfo	address	45.5916	14.1546	SI	30
SI32	geonamesandpostcodeinfo	address	46.2081	15.422	SI	32
SI33	geonamesandpostcodeinfo	address	46.3074	14.9906	SI	33
SI35	geonamesandpostcodeinfo	address	46.2963	15.1871	SI	35
SI36	geonamesandpostcodeinfo	address	46.2335	15.264	SI	36
SI40	geonamesandpostcodeinfo	address	46.2389	14.3556	SI	40
SI42	geonamesandpostcodeinfo	address	46.2992	14.1772	SI	42
SI45	geonamesandpostcodeinfo	address	46.2564	14.3379	SI	45
SI46	geonamesandpostcodeinfo	address	46.24	14.3587	SI	46
SI50	geonamesandpostcodeinfo	address	45.956	13.6433	SI	50
SI52	geonamesandpostcodeinfo	address	46.0314	13.7527	SI	52
SI56	geonamesandpostcodeinfo	address	45.9587	13.646	SI	56
SI60	geonamesandpostcodeinfo	address	45.5483	13.7303	SI	60
SI62	geonamesandpostcodeinfo	address	45.6339	14.0027	SI	62
SI63	geonamesandpostcodeinfo	address	45.5117	13.5892	SI	63
SI65	geonamesandpostcodeinfo	address	45.5469	13.7294	SI	65
SI66	geonamesandpostcodeinfo	address	45.5469	13.7294	SI	66
SI80	geonamesandpostcodeinfo	address	45.8127	15.1797	SI	80
SI82	geonamesandpostcodeinfo	address	45.9486	15.354	SI	82
SI83	geonamesandpostcodeinfo	address	45.6904	15.1708	SI	83
SI85	geonamesandpostcodeinfo	address	45.7982	15.1668	SI	85
SI86	geonamesandpostcodeinfo	address	45.7982	15.1668	SI	86
SI90	geonamesandpostcodeinfo	address	46.6612	16.165	SI	90
SI92	geonamesandpostcodeinfo	address	46.6804	16.1805	SI	92
SI95	geonamesandpostcodeinfo	address	46.6535	16.1037	SI	95
SI96	geonamesandpostcodeinfo	address	46.6625	16.1664	SI	96
SJ91	geonamesandpostcodeinfo	address	77.4027	17.9344	SJ	91
SJ80	geonamesandpostcodeinfo	address	70.9789	-8.5076	SJ	80
SK97	geonamesandpostcodeinfo	address	48.7912	19.1805	SK	97
SK96	geonamesandpostcodeinfo	address	48.4747	19.0158	SK	96
SK98	geonamesandpostcodeinfo	address	48.4138	19.9169	SK	98
SK04	geonamesandpostcodeinfo	address	48.6766	20.9032	SK	04
SK05	geonamesandpostcodeinfo	address	49.0191	20.5212	SK	05
SK99	geonamesandpostcodeinfo	address	48.197	19.3459	SK	99
SK82	geonamesandpostcodeinfo	address	48.1464	17.1254	SK	82
SK83	geonamesandpostcodeinfo	address	48.1519	17.1136	SK	83
SK84	geonamesandpostcodeinfo	address	48.1595	17.0922	SK	84
SK85	geonamesandpostcodeinfo	address	48.1289	17.1179	SK	85
SK90	geonamesandpostcodeinfo	address	48.506	17.3712	SK	90
SK92	geonamesandpostcodeinfo	address	48.3027	17.7572	SK	92
SK81	geonamesandpostcodeinfo	address	48.1482	17.1067	SK	81
SK07	geonamesandpostcodeinfo	address	48.631	21.9229	SK	07
SK93	geonamesandpostcodeinfo	address	48.0896	18.1712	SK	93
SK94	geonamesandpostcodeinfo	address	47.9479	18.2368	SK	94
SK95	geonamesandpostcodeinfo	address	48.4621	18.1756	SK	95
SK08	geonamesandpostcodeinfo	address	49.1283	21.229	SK	08
SK06	geonamesandpostcodeinfo	address	49.1344	21.5224	SK	06
SK09	geonamesandpostcodeinfo	address	49.1303	21.6483	SK	09
SK91	geonamesandpostcodeinfo	address	48.6937	17.7954	SK	91
SK01	geonamesandpostcodeinfo	address	49.1667	18.5215	SK	01
SK02	geonamesandpostcodeinfo	address	49.3023	18.9371	SK	02
SK03	geonamesandpostcodeinfo	address	49.032	19.2578	SK	03
SM47	geonamesandpostcodeinfo	address	43.941	12.4613	SM	47
TH10	geonamesandpostcodeinfo	address	13.7742	100.5187	TH	10
TH11	geonamesandpostcodeinfo	address	13.89	100.4333	TH	11
TH12	geonamesandpostcodeinfo	address	14.0433	100.64	TH	12
TH13	geonamesandpostcodeinfo	address	14.3731	100.5654	TH	13
TH14	geonamesandpostcodeinfo	address	14.594	100.425	TH	14
TH15	geonamesandpostcodeinfo	address	15.0612	100.7799	TH	15
TH16	geonamesandpostcodeinfo	address	14.8708	100.375	TH	16
TH17	geonamesandpostcodeinfo	address	15.1493	100.0742	TH	17
TH18	geonamesandpostcodeinfo	address	14.5503	100.9008	TH	18
TH20	geonamesandpostcodeinfo	address	13.1687	101.1336	TH	20
TH21	geonamesandpostcodeinfo	address	12.8057	101.374	TH	21
TH22	geonamesandpostcodeinfo	address	12.6658	102.0933	TH	22
TH23	geonamesandpostcodeinfo	address	12.2065	102.557	TH	23
TH24	geonamesandpostcodeinfo	address	13.6886	101.2318	TH	24
TH25	geonamesandpostcodeinfo	address	13.9896	101.5048	TH	25
TH26	geonamesandpostcodeinfo	address	14.2093	101.1776	TH	26
TH27	geonamesandpostcodeinfo	address	13.8084	102.6195	TH	27
TH30	geonamesandpostcodeinfo	address	15.0701	102.2609	TH	30
TH31	geonamesandpostcodeinfo	address	14.8064	102.7453	TH	31
TH33	geonamesandpostcodeinfo	address	15.0019	104.3311	TH	33
TH34	geonamesandpostcodeinfo	address	14.8771	104.1502	TH	34
TH35	geonamesandpostcodeinfo	address	15.678	104.2892	TH	35
TH36	geonamesandpostcodeinfo	address	15.9416	101.9402	TH	36
TH37	geonamesandpostcodeinfo	address	15.7088	104.6493	TH	37
TH39	geonamesandpostcodeinfo	address	17.0515	102.3646	TH	39
TH40	geonamesandpostcodeinfo	address	16.2965	102.6315	TH	40
TH41	geonamesandpostcodeinfo	address	17.1336	102.9675	TH	41
TH42	geonamesandpostcodeinfo	address	17.4479	101.6229	TH	42
TH43	geonamesandpostcodeinfo	address	18.0577	103.3083	TH	43
TH44	geonamesandpostcodeinfo	address	15.9965	103.1746	TH	44
TH45	geonamesandpostcodeinfo	address	15.8883	103.671	TH	45
TH46	geonamesandpostcodeinfo	address	16.5853	103.6431	TH	46
TH47	geonamesandpostcodeinfo	address	17.3786	103.7995	TH	47
TH48	geonamesandpostcodeinfo	address	17.4039	104.4474	TH	48
TH49	geonamesandpostcodeinfo	address	16.4792	104.6583	TH	49
TH50	geonamesandpostcodeinfo	address	18.7911	98.8928	TH	50
TH51	geonamesandpostcodeinfo	address	18.3033	98.9748	TH	51
TH52	geonamesandpostcodeinfo	address	18.271	99.4668	TH	52
TH53	geonamesandpostcodeinfo	address	17.7168	100.5445	TH	53
TH54	geonamesandpostcodeinfo	address	18.1371	100.0322	TH	54
TH55	geonamesandpostcodeinfo	address	18.9178	100.8189	TH	55
TH56	geonamesandpostcodeinfo	address	19.3154	100.1812	TH	56
TH57	geonamesandpostcodeinfo	address	19.9189	99.9304	TH	57
TH58	geonamesandpostcodeinfo	address	18.5979	98.0448	TH	58
TH60	geonamesandpostcodeinfo	address	15.6796	100.1478	TH	60
TH61	geonamesandpostcodeinfo	address	15.3892	99.8353	TH	61
TH62	geonamesandpostcodeinfo	address	16.3	99.6833	TH	62
TH63	geonamesandpostcodeinfo	address	16.8627	98.8098	TH	63
TH64	geonamesandpostcodeinfo	address	17.1772	99.8064	TH	64
TH65	geonamesandpostcodeinfo	address	16.887	100.415	TH	65
TH66	geonamesandpostcodeinfo	address	16.2922	100.3335	TH	66
TH70	geonamesandpostcodeinfo	address	13.5786	99.7437	TH	70
TH71	geonamesandpostcodeinfo	address	14.2516	99.4121	TH	71
TH72	geonamesandpostcodeinfo	address	14.576	100.0286	TH	72
TH73	geonamesandpostcodeinfo	address	13.8667	100.1917	TH	73
TH74	geonamesandpostcodeinfo	address	13.5889	100.2222	TH	74
TH75	geonamesandpostcodeinfo	address	13.4278	99.9611	TH	75
TH67	geonamesandpostcodeinfo	address	16.2626	101.1149	TH	67
TH76	geonamesandpostcodeinfo	address	13.0694	100.0528	TH	76
TH77	geonamesandpostcodeinfo	address	11.7972	99.7278	TH	77
TH80	geonamesandpostcodeinfo	address	8.9115	99.8833	TH	80
TH84	geonamesandpostcodeinfo	address	9.1406	99.3806	TH	84
TH81	geonamesandpostcodeinfo	address	8.119	99.0214	TH	81
TH82	geonamesandpostcodeinfo	address	8.6944	98.4389	TH	82
TH83	geonamesandpostcodeinfo	address	7.95	98.3583	TH	83
TH85	geonamesandpostcodeinfo	address	9.93	98.6767	TH	85
TH86	geonamesandpostcodeinfo	address	10.1905	99.0905	TH	86
TH90	geonamesandpostcodeinfo	address	6.9672	100.7199	TH	90
TH91	geonamesandpostcodeinfo	address	6.9203	99.8917	TH	91
TH92	geonamesandpostcodeinfo	address	7.5314	99.5778	TH	92
TH93	geonamesandpostcodeinfo	address	7.5161	100.0545	TH	93
TH94	geonamesandpostcodeinfo	address	6.7491	101.3948	TH	94
TH95	geonamesandpostcodeinfo	address	6.3443	101.22	TH	95
TH96	geonamesandpostcodeinfo	address	6.2011	101.7906	TH	96
TR02	geonamesandpostcodeinfo	address	37.7938	38.3542	TR	02
TR03	geonamesandpostcodeinfo	address	38.6068	30.5445	TR	03
TR04	geonamesandpostcodeinfo	address	39.5402	43.1714	TR	04
TR05	geonamesandpostcodeinfo	address	40.7048	35.7249	TR	05
TR07	geonamesandpostcodeinfo	address	36.7494	31.0259	TR	07
TR08	geonamesandpostcodeinfo	address	41.2005	41.8324	TR	08
TR09	geonamesandpostcodeinfo	address	37.758	28.0351	TR	09
TR10	geonamesandpostcodeinfo	address	39.6954	27.8725	TR	10
TR11	geonamesandpostcodeinfo	address	40.1163	30.1344	TR	11
TR12	geonamesandpostcodeinfo	address	39.0361	40.5712	TR	12
TR13	geonamesandpostcodeinfo	address	38.4655	42.2858	TR	13
TR14	geonamesandpostcodeinfo	address	40.6385	31.6876	TR	14
TR15	geonamesandpostcodeinfo	address	37.4416	30.0847	TR	15
TR16	geonamesandpostcodeinfo	address	40.1194	29.1331	TR	16
TR17	geonamesandpostcodeinfo	address	39.9943	26.772	TR	17
TR19	geonamesandpostcodeinfo	address	40.5361	34.713	TR	19
TR20	geonamesandpostcodeinfo	address	37.7781	29.261	TR	20
TR21	geonamesandpostcodeinfo	address	38.1071	40.3122	TR	21
TR22	geonamesandpostcodeinfo	address	41.2575	26.6085	TR	22
TR23	geonamesandpostcodeinfo	address	38.6524	39.4227	TR	23
TR24	geonamesandpostcodeinfo	address	39.6429	39.3777	TR	24
TR25	geonamesandpostcodeinfo	address	40.0691	41.5924	TR	25
TR26	geonamesandpostcodeinfo	address	39.614	30.9827	TR	26
TR28	geonamesandpostcodeinfo	address	40.7232	38.6085	TR	28
TR31	geonamesandpostcodeinfo	address	36.411	36.297	TR	31
TR33	geonamesandpostcodeinfo	address	36.7003	33.9622	TR	33
TR32	geonamesandpostcodeinfo	address	37.9054	30.9768	TR	32
TR34	geonamesandpostcodeinfo	address	41.0346	28.9743	TR	34
TR35	geonamesandpostcodeinfo	address	38.4798	27.4266	TR	35
TR37	geonamesandpostcodeinfo	address	41.5789	33.6701	TR	37
TR38	geonamesandpostcodeinfo	address	38.6275	35.8736	TR	38
TR39	geonamesandpostcodeinfo	address	41.6265	27.3759	TR	39
TR40	geonamesandpostcodeinfo	address	39.3428	34.1083	TR	40
TR41	geonamesandpostcodeinfo	address	40.8814	29.9255	TR	41
TR43	geonamesandpostcodeinfo	address	39.295	29.5484	TR	43
TR44	geonamesandpostcodeinfo	address	38.5148	38.1562	TR	44
TR45	geonamesandpostcodeinfo	address	38.7656	28.1957	TR	45
TR46	geonamesandpostcodeinfo	address	37.8804	36.9367	TR	46
TR48	geonamesandpostcodeinfo	address	37.0875	28.1761	TR	48
TR49	geonamesandpostcodeinfo	address	39.0108	41.7329	TR	49
TR50	geonamesandpostcodeinfo	address	38.8091	34.695	TR	50
